"year","month","accidents","fatalities","total_gdp","gdp_per_capita","unemployment","population","environmental_taxes","vehicles","petrol_cons","ng_cons","el_cons","fatal_per_million_veh","speed_infr","drink_infr","belt_infr","helmet_infr","inflation_rate","gini_index"
2010,5,1424,100,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,6,1380,108,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,7,1384,105,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,8,1315,149,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,9,1244,117,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,10,1174,123,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,11,1137,88,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2010,12,1184,105,"223.590","20.105","639.4","11121383","5.978","8062085",NULL,NULL,NULL,156,"263382","38033","49703","51526","4.7","32.9"
2011,1,964,67,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,2,943,70,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,3,965,85,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,4,1152,85,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,5,1184,71,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,6,1363,106,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,7,1382,130,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,8,1235,119,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,9,1216,112,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,10,1166,106,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,11,1124,93,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2011,12,1155,97,"203.475","18.323","881.8","11104944","6.017","8086910","196.666","14.940","0.000",141,"238033","34992","37120","47250","3.3","33.5"
2012,1,879,75,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,2,705,60,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,3,983,71,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,4,1036,70,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,5,1048,82,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,6,1203,83,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,7,1250,105,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,8,1054,95,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,9,1105,94,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,10,1162,96,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,11,1006,79,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2012,12,967,78,"185.899","16.831","1195.1","11045010","6.938","8069872","54.935","14.725","0.000",122,"186675","30707","33722","47736","1.5","34.3"
2013,1,861,69,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,2,800,55,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,3,948,55,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,4,1031,70,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,5,1058,55,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,6,1077,79,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,7,1147,85,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,8,1052,119,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,9,1091,93,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,10,1139,69,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,11,938,67,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2013,12,967,63,"178.114","16.244","1330.3","10965214","7.240","8035423","204.357","13.414","1.892",109,"178816","30853","35478","58122","-0.9","34.4"
2014,1,860,54,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,2,859,51,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,3,893,50,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,4,881,56,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,5,1105,67,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,6,1119,70,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,7,1159,79,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,8,1049,87,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,9,929,72,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,10,992,72,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,11,877,63,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2014,12,897,74,"176.072","16.165","1274.4","10892381","7.270","8048438","217.541","13.758","2.064",99,"156892","29597","34526","54354","-1.3","34.5"
2015,1,762,57,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,2,700,52,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,3,770,55,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,4,942,67,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,5,1065,62,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,6,1006,69,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,7,1171,76,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,8,1030,96,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,9,970,64,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,10,921,59,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,11,1002,60,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2015,12,1101,76,"175.363","16.206","1197.0","10820912","7.401","8076431","257.094","15.112","2.150",98,"173476","29191","29611","52783","-1.7","34.2"
2016,1,810,64,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,2,769,57,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,3,864,54,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,4,1043,68,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,5,997,76,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,6,1022,69,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,7,1094,79,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,8,923,81,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,9,947,69,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,10,989,84,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,11,978,65,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2016,12,882,58,"174.448","16.189","1130.9","10775979","7.281","8172948","261.488","18.960","1.978",101,"176592","33192","34831","63971","-0.8","34.3"
2017,1,645,54,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,2,757,56,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,3,758,41,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,4,886,51,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,5,969,52,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,6,998,63,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,7,1050,73,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,8,923,76,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,9,1034,78,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,10,1056,70,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,11,857,52,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2017,12,915,65,"177.378","16.493","1027.0","10754688","7.759","8262896","245.906","12.790","2.086",90,NULL,NULL,NULL,NULL,"1.1","33.4"
2018,1,778,38,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,2,684,37,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,3,890,69,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,4,869,54,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,5,866,53,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,6,939,49,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,7,1016,75,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,8,931,70,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,9,934,58,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,10,1010,63,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,11,955,63,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2018,12,865,71,"180.616","16.828","915.0","10732887","7.402","8236637","235.568","15.191","2.012",NULL,NULL,NULL,NULL,NULL,"0.6","32.3"
2019,1,676,44,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,2,693,39,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,3,839,39,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,4,856,50,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,5,978,65,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,6,1024,74,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,7,1073,70,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,8,969,80,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,9,917,70,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,10,1020,63,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,11,838,43,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2019,12,829,51,"185.181","17.272","818.9","10721566","7.696","8402294","240.328","17.891","1.764",NULL,NULL,NULL,NULL,NULL,"0.3","31.0"
2020,1,797,50,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,2,853,44,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,3,518,26,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,4,312,23,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,5,738,52,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,6,898,50,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,7,982,57,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,8,878,68,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,9,995,68,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,10,912,65,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,11,651,51,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2020,12,549,30,"167.540","15.660","755.0","10698590","6.818","8530050","193.716","18.126","1.675",NULL,NULL,NULL,NULL,NULL,"-1.2","31.4"
2021,1,578,37,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,2,527,31,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,3,627,35,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,4,740,36,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,5,974,63,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,6,984,49,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,7,1204,74,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,8,1019,69,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,9,1049,73,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,10,1047,48,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,11,898,62,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2021,12,807,47,"184.575","17.347","677.7","10640409","7.701","8698421","188.567","21.036","1.620",NULL,NULL,NULL,NULL,NULL,"1.2","32.4"
2022,1,642,54,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,2,708,31,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,3,729,32,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,4,946,59,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,5,941,54,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,6,1009,58,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,7,923,68,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,8,793,54,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,9,991,63,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,10,1025,73,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,11,913,54,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
2022,12,867,54,"207.854","19.647","588.2","10579183","11.578","8882981","190.691","25.130","1.674",NULL,NULL,NULL,NULL,NULL,"9.6","31.4"
